Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Log[Rings],Predicted Log[Rings],Residual Log[Rings],Studentized Resid Log[Rings]
M,1,1,0,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7,1.9459101491,2.2287275803,-0.282817431,-1.53085367
F,1,0,1,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9,2.1972245773,2.111123592,0.0861009853,0.4677134267
M,1,1,0,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9,2.1972245773,2.2207322447,-0.023507667,-0.127214701
F,1,0,1,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10,2.302585093,2.3198825473,-0.017297454,-0.093505499
M,1,1,0,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10,2.302585093,2.5789279265,-0.276342833,-1.495137673
F,1,0,1,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11,2.3978952728,2.2108728095,0.1870224633,1.0165375844
M,1,1,0,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11,2.3978952728,2.391268746,0.0066265268,0.0358237715
M,1,1,0,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,2.1972245773,2.2295357187,-0.032311141,-0.175187309
M,1,1,0,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14,2.6390573296,2.4006473168,0.2384100128,1.2912894099
M,1,1,0,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9,2.1972245773,2.1435573835,0.0536671939,0.2912059053
M,1,1,0,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11,2.3978952728,2.3779568227,0.0199384501,0.1078446254
F,1,0,1,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12,2.4849066498,2.3196835506,0.1652230992,0.893488931
F,1,0,1,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9,2.1972245773,2.3080826138,-0.110858036,-0.600100723
F,1,0,1,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8,2.0794415417,2.2334281402,-0.153986599,-0.839701176
M,1,1,0,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10,2.302585093,2.3071147539,-0.004529661,-0.024492383
M,1,1,0,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10,2.302585093,2.368021974,-0.065436881,-0.354044963
F,1,0,1,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9,2.1972245773,2.3294298098,-0.132205232,-0.715587949
F,1,0,1,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10,2.302585093,2.4434253145,-0.140840221,-0.763141792
M,1,1,0,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10,2.302585093,2.5031133337,-0.200528241,-1.085653221
M,1,1,0,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,2.302585093,2.3125707688,-0.009985676,-0.054691695
F,1,0,1,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13,2.5649493575,2.4574685992,0.1074807583,0.5889791958
I,0,0,0,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,6,1.7917594692,1.6656520522,0.1261074171,0.6830163013
I,0,0,0,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7,1.9459101491,1.7573332487,0.1885769004,1.0201350268
I,0,0,0,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,5,1.6094379124,1.7814154514,-0.171977539,-0.930247547
I,0,0,0,0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5,1.6094379124,1.7865800109,-0.177142099,-0.957408379
I,0,0,0,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,5,1.6094379124,1.7292797504,-0.119841838,-0.648329024
I,0,0,0,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6,1.7917594692,1.8997556368,-0.107996168,-0.583897736
I,0,0,0,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6,1.7917594692,1.979401107,-0.187641638,-1.013920422
I,0,0,0,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,8,2.0794415417,1.909608583,0.1698329586,0.9181241451
I,0,0,0,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6,1.7917594692,2.0427236673,-0.250964198,-1.356682458
I,0,0,0,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8,2.0794415417,2.1175222577,-0.038080716,-0.205915017
I,0,0,0,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8,2.0794415417,1.9777130367,0.1017285049,0.5503192138
I,0,0,0,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7,1.9459101491,2.1274923572,-0.181582208,-0.981269168
I,0,0,0,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9,2.1972245773,2.1608476277,0.0363769496,0.1968211757
I,0,0,0,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8,2.0794415417,2.087035227,-0.007593685,-0.041028064
I,0,0,0,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8,2.0794415417,2.1053197018,-0.02587816,-0.140170287
I,0,0,0,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7,1.9459101491,2.0801779921,-0.134267843,-0.726388897
I,0,0,0,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9,2.1972245773,2.0512501055,0.1459744718,0.7912356623
I,0,0,0,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9,2.1972245773,2.1009714371,0.0962531403,0.520824486
I,0,0,0,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8,2.0794415417,2.1637306375,-0.084289096,-0.456008013
I,0,0,0,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9,2.1972245773,2.1688237586,0.0284008187,0.1536087953
I,0,0,0,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9,2.1972245773,2.2535608425,-0.056336265,-0.304857567
I,0,0,0,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8,2.0794415417,2.165642454,-0.086200912,-0.466517021
I,0,0,0,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10,2.302585093,2.130854458,0.1717306349,0.9289040946
F,1,0,1,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10,2.302585093,2.2232952176,0.0792898753,0.4289136449
I,0,0,0,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,9,2.1972245773,2.1712917858,0.0259327915,0.1410731241
I,0,0,0,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9,2.1972245773,2.2780362559,-0.080811679,-0.438457542
M,1,1,0,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9,2.1972245773,2.2491485649,-0.051923988,-0.280609388
I,0,0,0,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11,2.3978952728,2.1600993994,0.2377958734,1.2877766317
M,1,1,0,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7,1.9459101491,2.2272759106,-0.281365762,-1.520953744
I,0,0,0,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10,2.302585093,2.3605086009,-0.057923508,-0.315219813
M,1,1,0,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9,2.1972245773,2.2377461132,-0.040521536,-0.219104971
F,1,0,1,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10,2.302585093,2.2587349385,0.0438501545,0.2373820438
I,0,0,0,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10,2.302585093,2.2788539935,0.0237310995,0.1283849002
I,0,0,0,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8,2.0794415417,2.2750743089,-0.195632767,-1.061957355
I,0,0,0,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9,2.1972245773,2.2000591612,-0.002834584,-0.015356397
I,0,0,0,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9,2.1972245773,2.2925124005,-0.095287823,-0.515479164
I,0,0,0,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9,2.1972245773,2.1716975625,0.0255270148,0.1386659613
I,0,0,0,0.575,0.44,0.15,0.983,0.486,0.215,0.239,8,2.0794415417,2.2564065989,-0.176965057,-0.960423747
F,1,0,1,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11,2.3978952728,2.3687645676,0.0291307052,0.1579574947
F,1,0,1,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10,2.302585093,2.3426000296,-0.040014937,-0.216234987
I,0,0,0,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9,2.1972245773,2.2669657631,-0.069741186,-0.378478552
M,1,1,0,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8,2.0794415417,2.3592699429,-0.279828401,-1.513165741
I,0,0,0,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10,2.302585093,2.2987206607,0.0038644323,0.0209756217
F,1,0,1,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10,2.302585093,2.181774858,0.120810235,0.6565089488
F,1,0,1,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10,2.302585093,2.354019523,-0.05143443,-0.277921133
F,1,0,1,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,12,2.4849066498,2.2852394114,0.1996672384,1.079529628
M,1,1,0,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,2.302585093,2.3884566878,-0.085871595,-0.464030357
F,1,0,1,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10,2.302585093,2.3354238707,-0.032838778,-0.177737318
M,1,1,0,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11,2.3978952728,2.4313646593,-0.033469387,-0.180957723
F,1,0,1,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10,2.302585093,2.5215680629,-0.21898297,-1.184792543
M,1,1,0,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10,2.302585093,2.2624216792,0.0401634138,0.2183153341
F,1,0,1,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9,2.1972245773,2.390621191,-0.193396614,-1.046210412
M,1,1,0,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11,2.3978952728,2.3129287163,0.0849665565,0.4593550381
M,1,1,0,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11,2.3978952728,2.2516326366,0.1462626362,0.7926895891
M,1,1,0,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10,2.302585093,2.4417394967,-0.139154404,-0.757859639
I,0,0,0,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11,2.3978952728,2.3273427761,0.0705524967,0.3834816515
M,1,1,0,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10,2.302585093,2.3195754145,-0.016990322,-0.091827738
F,1,0,1,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14,2.6390573296,2.3248462492,0.3142110805,1.7040722141
I,0,0,0,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11,2.3978952728,2.4008536688,-0.002958396,-0.016062582
I,0,0,0,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11,2.3978952728,2.4634109531,-0.06551568,-0.359370885
F,1,0,1,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9,2.1972245773,2.4986804521,-0.301455875,-1.632522259
M,1,1,0,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13,2.5649493575,2.5049743207,0.0599750368,0.3243236271
M,1,1,0,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12,2.4849066498,2.4820063166,0.0029003332,0.0156846988
M,1,1,0,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11,2.3978952728,2.37089601,0.0269992628,0.1459724583
M,1,1,0,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,11,2.3978952728,2.3959748636,0.0019204092,0.0104287695
M,1,1,0,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10,2.302585093,2.303375869,-0.000790776,-0.004276087
F,1,0,1,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10,2.302585093,2.3775546697,-0.074969577,-0.406427618
M,1,1,0,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13,2.5649493575,2.3966609496,0.1682884078,0.9140888719
M,1,1,0,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12,2.4849066498,2.4853464579,-0.000439808,-0.002385894
F,1,0,1,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10,2.302585093,2.4154763503,-0.112891257,-0.610115097
M,1,1,0,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11,2.3978952728,2.4348158399,-0.036920567,-0.199639162
F,1,0,1,0.66,0.53,0.17,1.431,0.622,0.309,0.398,10,2.302585093,2.4169973744,-0.114412281,-0.618606072
M,1,1,0,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10,2.302585093,2.512363032,-0.209777939,-1.141280454
F,1,0,1,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11,2.3978952728,2.3912453718,0.006649901,0.0360859429
F,1,0,1,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11,2.3978952728,2.3274434516,0.0704518212,0.3815674753
M,1,1,0,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11,2.3978952728,2.3290634446,0.0688318282,0.3735420047
F,1,0,1,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9,2.1972245773,2.4115513859,-0.214326809,-1.159785581
F,1,0,1,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11,2.3978952728,2.3685948777,0.0293003951,0.1587517838
M,1,1,0,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11,2.3978952728,2.2436454717,0.1542498011,0.8374559269
F,1,0,1,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9,2.1972245773,2.4470082374,-0.24978366,-1.351928444
M,1,1,0,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10,2.302585093,2.4236042529,-0.12101916,-0.656012511
M,1,1,0,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11,2.3978952728,2.5095715323,-0.111676259,-0.606940356
M,1,1,0,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11,2.3978952728,2.3793538726,0.0185414002,0.1008694494
F,1,0,1,0.705,0.53,0.17,1.564,0.612,0.394,0.44,10,2.302585093,2.4607905882,-0.158205495,-0.861440865
M,1,1,0,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11,2.3978952728,2.486665579,-0.088770306,-0.515788448
F,1,0,1,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11,2.3978952728,2.3476251947,0.0502700781,0.272922305
M,1,1,0,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11,2.3978952728,2.525405004,-0.127509731,-0.71122823
I,0,0,0,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5,1.6094379124,1.5111450603,0.0982928522,0.5453963258
I,0,0,0,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7,1.9459101491,1.9793623111,-0.033452162,-0.181831708
I,0,0,0,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7,1.9459101491,1.981120165,-0.035210016,-0.191600566
I,0,0,0,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7,1.9459101491,1.8396223277,0.1062878214,0.5753406241
F,1,0,1,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7,1.9459101491,2.0130939791,-0.06718383,-0.368306498
M,1,1,0,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9,2.1972245773,2.2013672069,-0.00414263,-0.022502254
I,0,0,0,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9,2.1972245773,1.958103397,0.2391211803,1.3052805166
I,0,0,0,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9,2.1972245773,2.1813551145,0.0158694628,0.0859080907
F,1,0,1,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7,1.9459101491,2.2625481399,-0.316637991,-1.72080638
M,1,1,0,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9,2.1972245773,2.2109838742,-0.013759297,-0.074661423
I,0,0,0,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8,2.0794415417,2.3598148809,-0.280373339,-1.519388114
M,1,1,0,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7,1.9459101491,2.2563898945,-0.310479745,-1.680842772
I,0,0,0,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10,2.302585093,2.332739613,-0.03015452,-0.163938554
M,1,1,0,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9,2.1972245773,2.1331402412,0.0640843361,0.3466461883
M,1,1,0,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9,2.1972245773,2.0068586198,0.1903659575,1.0338894144
F,1,0,1,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9,2.1972245773,2.3492650257,-0.152040448,-0.826841028
F,1,0,1,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10,2.302585093,2.0442193429,0.2583657501,1.4763887419
M,1,1,0,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10,2.302585093,2.222683951,0.079901142,0.4322001927
M,1,1,0,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10,2.302585093,2.3886651059,-0.086080013,-0.466343229
M,1,1,0,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9,2.1972245773,2.2778766204,-0.080652043,-0.435909501
M,1,1,0,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10,2.302585093,2.3135124017,-0.010927309,-0.059105204
M,1,1,0,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9,2.1972245773,2.2354489044,-0.038224327,-0.20679337
F,1,0,1,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9,2.1972245773,2.4384204922,-0.241195915,-1.304416611
F,1,0,1,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9,2.1972245773,2.2153314362,-0.018106859,-0.098369775
F,1,0,1,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11,2.3978952728,2.2423307145,0.1555645583,0.8422370036
F,1,0,1,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12,2.4849066498,2.395121537,0.0897851128,0.4857669137
F,1,0,1,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13,2.5649493575,2.3634322116,0.2015171459,1.0948197499
F,1,0,1,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12,2.4849066498,2.507447626,-0.022540976,-0.122130384
I,0,0,0,0.275,0.205,0.065,0.101,0.041,0.021,0.034,5,1.6094379124,1.7080640515,-0.098626139,-0.533185627
I,0,0,0,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5,1.6094379124,1.7385473266,-0.129109414,-0.698161241
I,0,0,0,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7,1.9459101491,1.9245447548,0.0213653943,0.1154848972
I,0,0,0,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6,1.7917594692,2.011842348,-0.220082879,-1.189327077
I,0,0,0,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6,1.7917594692,1.9972551223,-0.205495653,-1.110572562
I,0,0,0,0.43,0.33,0.095,0.32,0.118,0.065,0.123,7,1.9459101491,2.0858587261,-0.139948577,-0.756956029
I,0,0,0,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8,2.0794415417,2.149414159,-0.069972617,-0.38005004
I,0,0,0,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7,1.9459101491,2.0158897521,-0.069979603,-0.378368979
I,0,0,0,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8,2.0794415417,2.1452964136,-0.065854872,-0.356364044
I,0,0,0,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8,2.0794415417,2.0820512963,-0.002609755,-0.014106205
I,0,0,0,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8,2.0794415417,2.1408438556,-0.061402314,-0.332566789
I,0,0,0,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,8,2.0794415417,2.1068156892,-0.027374147,-0.14822721
I,0,0,0,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9,2.1972245773,2.157047006,0.0401775714,0.2172874486
I,0,0,0,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10,2.302585093,2.2023841308,0.1002009622,0.5421900217
I,0,0,0,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9,2.1972245773,2.2586088221,-0.061384245,-0.332397342
M,1,1,0,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9,2.1972245773,2.4557695866,-0.258545009,-1.397387487
M,1,1,0,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9,2.1972245773,2.3286971216,-0.131472544,-0.71083558
M,1,1,0,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10,2.302585093,2.2495015646,0.0530835284,0.2869935138
I,0,0,0,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8,2.0794415417,2.0597719728,0.0196695689,0.1066892971
I,0,0,0,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11,2.3978952728,2.2414288534,0.1564664194,0.8476080327
I,0,0,0,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10,2.302585093,2.2766760973,0.0259089957,0.1402004929
I,0,0,0,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9,2.1972245773,2.3239521356,-0.126727558,-0.6932013
F,1,0,1,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10,2.302585093,2.4114422448,-0.108857152,-0.588376632
M,1,1,0,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10,2.302585093,2.4497075618,-0.147122469,-0.796173033
M,1,1,0,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9,2.1972245773,2.431999531,-0.234774954,-1.27211366
F,1,0,1,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9,2.1972245773,2.3021473999,-0.104922823,-0.567225614
I,0,0,0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9,2.1972245773,2.1610172724,0.036207305,0.1962153085
I,0,0,0,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10,2.302585093,2.2809272699,0.0216578231,0.1173431293
M,1,1,0,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9,2.1972245773,2.1727373616,0.0244872157,0.1329218499
F,1,0,1,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9,2.1972245773,2.5311929289,-0.333968352,-1.805838234
I,0,0,0,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9,2.1972245773,2.220990037,-0.02376546,-0.130041053
M,1,1,0,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8,2.0794415417,2.3864643873,-0.307022846,-1.660831036
F,1,0,1,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13,2.5649493575,2.2895996318,0.2753497257,1.4922075144
M,1,1,0,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9,2.1972245773,2.3246151119,-0.127390535,-0.689010734
I,0,0,0,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,9,2.1972245773,2.1966550217,0.0005695557,0.0030999665
M,1,1,0,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10,2.302585093,2.3402460278,-0.037660935,-0.203949522
M,1,1,0,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10,2.302585093,2.4184196488,-0.115834556,-0.627058239
M,1,1,0,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10,2.302585093,2.2164673573,0.0861177357,0.4679132657
F,1,0,1,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11,2.3978952728,2.3801558365,0.0177394363,0.0959387863
I,0,0,0,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12,2.4849066498,2.3847194173,0.1001872325,0.5453552466
M,1,1,0,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11,2.3978952728,2.3422935936,0.0556016792,0.3028709269
M,1,1,0,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9,2.1972245773,2.3754134383,-0.178188861,-0.963396442
M,1,1,0,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10,2.302585093,2.3275364713,-0.024951378,-0.134990987
M,1,1,0,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12,2.4849066498,2.539835991,-0.054929341,-0.297357915
F,1,0,1,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8,2.0794415417,2.3561452287,-0.276703687,-1.501694343
F,1,0,1,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10,2.302585093,2.3435434041,-0.040958311,-0.22166868
F,1,0,1,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10,2.302585093,2.4217907403,-0.119205647,-0.64486928
F,1,0,1,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11,2.3978952728,2.3963712545,0.0015240183,0.0082426868
F,1,0,1,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13,2.5649493575,2.4941217398,0.0708276177,0.3834078452
F,1,0,1,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14,2.6390573296,2.5204606403,0.1185966894,0.6487708467
M,1,1,0,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10,2.302585093,2.3798690985,-0.077284006,-0.418555812
M,1,1,0,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12,2.4849066498,2.568999131,-0.084092481,-0.45659634
F,1,0,1,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11,2.3978952728,2.4725154335,-0.074620161,-0.404246452
M,1,1,0,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13,2.5649493575,2.708380452,-0.143431095,-0.795914379
F,1,0,1,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10,2.302585093,2.4778351499,-0.175250057,-0.952112317
F,1,0,1,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11,2.3978952728,2.4259419431,-0.02804667,-0.152015634
M,1,1,0,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12,2.4849066498,2.749618775,-0.264712125,-1.623566548
I,0,0,0,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3,1.0986122887,1.4503965474,-0.351784259,-1.906652131
I,0,0,0,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6,1.7917594692,1.8106911693,-0.0189317,-0.102323092
I,0,0,0,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7,1.9459101491,1.7217556544,0.2241544947,1.2133253432
I,0,0,0,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7,1.9459101491,1.9076996088,0.0382105402,0.2065957564
M,1,1,0,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9,2.1972245773,2.0787282662,0.1184963111,0.6417390441
I,0,0,0,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8,2.0794415417,1.9652707154,0.1141708262,0.6171541699
F,1,0,1,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8,2.0794415417,2.0402379828,0.0392035589,0.2127536651
M,1,1,0,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10,2.302585093,2.2226307107,0.0799543823,0.4323301515
F,1,0,1,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8,2.0794415417,2.2804795895,-0.201038048,-1.090139608
I,0,0,0,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8,2.0794415417,2.1498788631,-0.070437321,-0.38088973
M,1,1,0,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9,2.1972245773,2.2360630885,-0.038838511,-0.210193888
F,1,0,1,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12,2.4849066498,2.4472411306,0.0376655192,0.2036435723
I,0,0,0,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8,2.0794415417,1.9172221893,0.1622193524,0.8768010752
