Sex,HasSex,SexM,SexF,Length,Diam,Height,Whole,Shucked,Viscera,Shell,Rings,Log[Rings],Pred Formula Log[Rings],Predicted Log[Rings],Residual Log[Rings],Studentized Resid Log[Rings],Lower 95% Mean Log[Rings],Upper 95% Mean Log[Rings]
F,1,0,1,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9,2.1972245773,2.3949148897,2.3949148897,-0.197690312,-1.05596492,2.3790415569,2.4107882224
M,1,1,0,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9,2.1972245773,2.3803350577,2.3803350577,-0.18311048,-0.977525868,2.3704675497,2.3902025656
I,0,0,0,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10,2.302585093,2.3254449796,2.3254449796,-0.022859887,-0.122197686,2.3041536607,2.3467362985
I,0,0,0,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10,2.302585093,2.2305916134,2.2305916134,0.0719934796,0.3848389336,2.2093450484,2.2518381783
I,0,0,0,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11,2.3978952728,2.237054205,2.237054205,0.1608410678,0.8603652277,2.2118119786,2.2622964314
M,1,1,0,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9,2.1972245773,2.2169681659,2.2169681659,-0.019743589,-0.105457616,2.2013359574,2.2326003744
F,1,0,1,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,2.1972245773,2.3276937715,2.3276937715,-0.130469194,-0.696545144,2.3170326499,2.338354893
F,1,0,1,0.585,0.46,0.165,1.058,0.486,0.25,0.294,9,2.1972245773,2.315892585,2.315892585,-0.118668008,-0.633505888,2.3059639645,2.3258212055
F,1,0,1,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10,2.302585093,2.2910400418,2.2910400418,0.0115450512,0.0616913729,2.2722262434,2.3098538402
F,1,0,1,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9,2.1972245773,2.3289173793,2.3289173793,-0.131692802,-0.703077407,2.3182616418,2.3395731169
M,1,1,0,0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8,2.0794415417,2.2887054477,2.2887054477,-0.209263906,-1.117404698,2.2760503246,2.3013605709
F,1,0,1,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11,2.3978952728,2.4898417622,2.4898417622,-0.091946489,-0.491160739,2.473498798,2.5061847263
M,1,1,0,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11,2.3978952728,2.3907890667,2.3907890667,0.0071062061,0.0379443597,2.3783002475,2.4032778859
F,1,0,1,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10,2.302585093,2.3394214315,2.3394214315,-0.036836338,-0.196640654,2.3301444949,2.3486983681
F,1,0,1,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,9,2.1972245773,2.2135642412,2.2135642412,-0.016339664,-0.087447302,2.1857867674,2.2413417149
F,1,0,1,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10,2.302585093,2.2975570451,2.2975570451,0.0050280479,0.0268474209,2.2852249341,2.3098891561
M,1,1,0,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29,9,2.1972245773,2.2130630092,2.2130630092,-0.015838432,-0.084580744,2.199390317,2.2267357013
F,1,0,1,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10,2.302585093,2.3116442041,2.3116442041,-0.009059111,-0.048383987,2.2967393032,2.326549105
F,1,0,1,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9,2.1972245773,2.4024074332,2.4024074332,-0.205182856,-1.095406808,2.3919499048,2.4128649615
M,1,1,0,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11,2.3978952728,2.4238606917,2.4238606917,-0.025965419,-0.138654011,2.4107020468,2.4370193365
M,1,1,0,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9,2.1972245773,2.2150502435,2.2150502435,-0.017825666,-0.095210116,2.1997091169,2.23039137
I,0,0,0,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11,2.3978952728,2.4150887976,2.4150887976,-0.017193525,-0.091974944,2.3896183048,2.4405592903
M,1,1,0,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10,2.302585093,2.3202333102,2.3202333102,-0.017648217,-0.094234674,2.3077329706,2.3327336498
M,1,1,0,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12,2.4849066498,2.2621134406,2.2621134406,0.2227932092,1.1915337921,2.2378905045,2.2863363766
M,1,1,0,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11,2.3978952728,2.4043415231,2.4043415231,-0.00644625,-0.034416342,2.3932168048,2.4154662413
F,1,0,1,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11,2.3978952728,2.4742451937,2.4742451937,-0.076349921,-0.407855393,2.4577299515,2.4907604359
F,1,0,1,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9,2.1972245773,2.3481582545,2.3481582545,-0.150933677,-0.807007553,2.3254245241,2.3708919849
M,1,1,0,0.655,0.525,0.16,1.46,0.686,0.311,0.405,11,2.3978952728,2.3660585493,2.3660585493,0.0318367235,0.1700037001,2.3530683522,2.3790487463
F,1,0,1,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8,2.0794415417,2.366385286,2.366385286,-0.286943744,-1.532843299,2.3498066763,2.3829638958
F,1,0,1,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12,2.4849066498,2.2856237666,2.2856237666,0.1992828832,1.0642258941,2.2718493033,2.2993982299
M,1,1,0,0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11,2.3978952728,2.3698600733,2.3698600733,0.0280351995,0.1497570068,2.3536121167,2.3861080299
M,1,1,0,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,10,2.302585093,2.2534150425,2.2534150425,0.0491700505,0.2626601846,2.2369755962,2.2698544887
M,1,1,0,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11,2.3978952728,2.4790357547,2.4790357547,-0.081140482,-0.433370802,2.4640064492,2.4940650602
M,1,1,0,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12,2.4849066498,2.3538843486,2.3538843486,0.1310223011,0.7008026045,2.329079949,2.3786887483
M,1,1,0,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,12,2.4849066498,2.5097894982,2.5097894982,-0.024882848,-0.135869191,2.4319926767,2.5875863196
I,0,0,0,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4,1.3862943611,1.34432148,1.34432148,0.0419728811,0.2251378895,1.3072578035,1.3813851565
I,0,0,0,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,2.0794415417,1.8936488932,1.8936488932,0.1857926484,0.992287697,1.8788900586,1.9084077279
I,0,0,0,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,5,1.6094379124,1.9314892744,1.9314892744,-0.322051362,-1.719765864,1.9181646593,1.9448138894
I,0,0,0,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,7,1.9459101491,2.0730264851,2.0730264851,-0.127116336,-0.678901576,2.0583441811,2.0877087891
I,0,0,0,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8,2.0794415417,2.0774656977,2.0774656977,0.0019758439,0.0105567158,2.0595357149,2.0953956806
I,0,0,0,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8,2.0794415417,2.0308170284,2.0308170284,0.0486245133,0.2597392927,2.0145903519,2.0470437049
F,1,0,1,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7,1.9459101491,2.1371869626,2.1371869626,-0.191276814,-1.021546396,2.1227107312,2.151663194
M,1,1,0,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8,2.0794415417,2.0700696726,2.0700696726,0.009371869,0.0500733825,2.0520616038,2.0880777415
M,1,1,0,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7,1.9459101491,2.1937237835,2.1937237835,-0.247813634,-1.323311204,2.1805724742,2.2068750927
F,1,0,1,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,9,2.1972245773,2.1402959844,2.1402959844,0.056928593,0.3041415722,2.1229077752,2.1576841935
M,1,1,0,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9,2.1972245773,2.2421941657,2.2421941657,-0.044969588,-0.240111433,2.2300968327,2.2542914986
F,1,0,1,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,10,2.302585093,2.3145177357,2.3145177357,-0.011932643,-0.063701136,2.3047935126,2.3242419588
M,1,1,0,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10,2.302585093,2.5699279989,2.5699279989,-0.267342906,-1.42763535,2.5565002607,2.5833557372
F,1,0,1,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11,2.3978952728,2.2375013317,2.2375013317,0.1603939411,0.8572262561,2.2174293793,2.2575732842
M,1,1,0,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11,2.3978952728,2.4143837199,2.4143837199,-0.016488447,-0.088025612,2.4040777695,2.4246896704
M,1,1,0,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,2.1972245773,2.2470980741,2.2470980741,-0.049873497,-0.266574729,2.2263931981,2.2678029501
M,1,1,0,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14,2.6390573296,2.4068966355,2.4068966355,0.2321606941,1.2395570515,2.3952197887,2.4185734823
M,1,1,0,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9,2.1972245773,2.139594842,2.139594842,0.0576297353,0.3078799137,2.1223968013,2.1567928827
M,1,1,0,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11,2.3978952728,2.3834348714,2.3834348714,0.0144604014,0.077223337,2.369561803,2.3973079398
F,1,0,1,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12,2.4849066498,2.3282434544,2.3282434544,0.1566631954,0.8365754841,2.315060071,2.3414268378
F,1,0,1,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9,2.1972245773,2.3268496597,2.3268496597,-0.129625082,-0.692113965,2.314890678,2.3388086415
F,1,0,1,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8,2.0794415417,2.2704303645,2.2704303645,-0.190988823,-1.021605566,2.2453184071,2.2955423219
M,1,1,0,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10,2.302585093,2.282159924,2.282159924,0.020425169,0.1090637515,2.2695389922,2.2947808558
M,1,1,0,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405,10,2.302585093,2.3740442325,2.3740442325,-0.071459139,-0.381647176,2.3593868755,2.3887015894
F,1,0,1,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9,2.1972245773,2.3445342868,2.3445342868,-0.147309709,-0.786690886,2.3305602573,2.3585083163
F,1,0,1,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10,2.302585093,2.4666131372,2.4666131372,-0.164028044,-0.87600287,2.452316915,2.4809093595
M,1,1,0,0.69,0.53,0.19,1.5955,0.678,0.331,0.48,10,2.302585093,2.4579915077,2.4579915077,-0.155406415,-0.830200762,2.4411680011,2.4748150143
M,1,1,0,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,10,2.302585093,2.2919201596,2.2919201596,0.0106649334,0.0571249833,2.2603488897,2.3234914294
F,1,0,1,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13,2.5649493575,2.4508199078,2.4508199078,0.1141294496,0.610915074,2.4221684247,2.479471391
I,0,0,0,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,6,1.7917594692,1.7066369799,1.7066369799,0.0851224893,0.4547921518,1.6888379732,1.7244359867
I,0,0,0,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7,1.9459101491,1.7574293067,1.7574293067,0.1884808424,1.0070758949,1.7391772545,1.7756813588
I,0,0,0,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,5,1.6094379124,1.7331496112,1.7331496112,-0.123711699,-0.660800306,1.717367185,1.7489320374
I,0,0,0,0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5,1.6094379124,1.7727392788,1.7727392788,-0.163301366,-0.872234188,1.7572781172,1.7882004405
I,0,0,0,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,5,1.6094379124,1.7407658821,1.7407658821,-0.13132797,-0.701487576,1.7249189517,1.7566128126
I,0,0,0,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,6,1.7917594692,1.9007508868,1.9007508868,-0.108991418,-0.58214542,1.8853722626,1.9161295111
I,0,0,0,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6,1.7917594692,1.9629260493,1.9629260493,-0.17116658,-0.914065203,1.9492788187,1.9765732799
I,0,0,0,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,8,2.0794415417,1.9182075375,1.9182075375,0.1612340042,0.8609772284,1.9050979937,1.9313170813
I,0,0,0,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6,1.7917594692,2.0736526098,2.0736526098,-0.281893141,-1.505461577,2.059405407,2.0878998127
I,0,0,0,0.44,0.34,0.105,0.344,0.123,0.081,0.125,8,2.0794415417,2.1440025924,2.1440025924,-0.064561051,-0.344877119,2.1275593527,2.160445832
I,0,0,0,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,8,2.0794415417,2.0114720176,2.0114720176,0.067969524,0.3630328363,1.9962455231,2.0266985122
I,0,0,0,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,7,1.9459101491,2.1097342267,2.1097342267,-0.163824078,-0.874768847,2.0970935646,2.1223748889
I,0,0,0,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9,2.1972245773,2.1820752947,2.1820752947,0.0151492826,0.0809378371,2.1644358677,2.1997147217
I,0,0,0,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8,2.0794415417,2.0789097464,2.0789097464,0.0005317953,0.0028394329,2.066988713,2.0908307798
I,0,0,0,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8,2.0794415417,2.1010436809,2.1010436809,-0.021602139,-0.115406952,2.0838370077,2.1182503542
I,0,0,0,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7,1.9459101491,2.1327385964,2.1327385964,-0.186828447,-0.997918966,2.1170981762,2.1483790165
I,0,0,0,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,9,2.1972245773,2.1002470224,2.1002470224,0.0969775549,0.5181174877,2.0826516859,2.117842359
I,0,0,0,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9,2.1972245773,2.0912229941,2.0912229941,0.1060015833,0.5661380973,2.0764442503,2.1060017378
I,0,0,0,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,8,2.0794415417,2.1813809566,2.1813809566,-0.101939415,-0.544580144,2.1644567486,2.1983051646
I,0,0,0,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,9,2.1972245773,2.1822564295,2.1822564295,0.0149681479,0.0799427402,2.1674580215,2.1970548374
I,0,0,0,0.515,0.405,0.13,0.573,0.213,0.134,0.195,9,2.1972245773,2.2843065852,2.2843065852,-0.087082008,-0.465200162,2.2675341008,2.3010790696
I,0,0,0,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8,2.0794415417,2.1555942459,2.1555942459,-0.076152704,-0.406773134,2.1396657478,2.1715227441
I,0,0,0,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10,2.302585093,2.1620868318,2.1620868318,0.1404982612,0.7503484085,2.1476912387,2.1764824248
F,1,0,1,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225,10,2.302585093,2.2282394089,2.2282394089,0.0743456841,0.3970524448,2.2138417447,2.242637073
I,0,0,0,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,9,2.1972245773,2.1952631258,2.1952631258,0.0019614515,0.0104838666,2.1746369088,2.2158893428
I,0,0,0,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9,2.1972245773,2.3145608924,2.3145608924,-0.117336315,-0.626788023,2.2982226365,2.3308991484
M,1,1,0,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9,2.1972245773,2.2708380543,2.2708380543,-0.073613477,-0.392968994,2.261424865,2.2802512435
I,0,0,0,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11,2.3978952728,2.1668108604,2.1668108604,0.2310844124,1.2343419903,2.1509229065,2.1826988142
M,1,1,0,0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7,1.9459101491,2.2230987799,2.2230987799,-0.277188631,-1.479851287,2.2123977599,2.2337997999
I,0,0,0,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10,2.302585093,2.3056589881,2.3056589881,-0.003073895,-0.01643449,2.2832581504,2.3280598258
M,1,1,0,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9,2.1972245773,2.2271693906,2.2271693906,-0.029944813,-0.15988723,2.2151172808,2.2392215004
F,1,0,1,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10,2.302585093,2.2601178655,2.2601178655,0.0424672275,0.2267956959,2.2459639165,2.2742718146
I,0,0,0,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10,2.302585093,2.271724848,2.271724848,0.030860245,0.1648657667,2.2545920985,2.2888575974
I,0,0,0,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8,2.0794415417,2.2500623404,2.2500623404,-0.170620799,-0.911919627,2.2297283532,2.2703963276
I,0,0,0,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9,2.1972245773,2.2190926874,2.2190926874,-0.02186811,-0.116851078,2.2003961872,2.2377891876
I,0,0,0,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9,2.1972245773,2.2914186834,2.2914186834,-0.094194106,-0.503174375,2.2749566843,2.3078806825
I,0,0,0,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9,2.1972245773,2.1641206585,2.1641206585,0.0331039188,0.1771203092,2.137646059,2.190595258
I,0,0,0,0.575,0.44,0.15,0.983,0.486,0.215,0.239,8,2.0794415417,2.2464661296,2.2464661296,-0.167024588,-0.893926316,2.2184889833,2.274443276
F,1,0,1,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11,2.3978952728,2.3835773011,2.3835773011,0.0143179717,0.0765096797,2.364659799,2.4024948032
F,1,0,1,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10,2.302585093,2.3438126426,2.3438126426,-0.04122755,-0.220079558,2.3346934781,2.3529318072
I,0,0,0,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9,2.1972245773,2.2920504175,2.2920504175,-0.09482584,-0.506956459,2.2699728724,2.3141279625
M,1,1,0,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8,2.0794415417,2.3564080938,2.3564080938,-0.276966552,-1.478477717,2.3474512291,2.3653649585
I,0,0,0,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,10,2.302585093,2.311342166,2.311342166,-0.008757073,-0.046828727,2.2877802367,2.3349040954
F,1,0,1,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10,2.302585093,2.1763179817,2.1763179817,0.1262671113,0.6745035935,2.1598703891,2.1927655742
F,1,0,1,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10,2.302585093,2.3657262584,2.3657262584,-0.063141165,-0.337058351,2.3565963373,2.3748561795
F,1,0,1,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,12,2.4849066498,2.2960011224,2.2960011224,0.1889055274,1.0086190154,2.2842010468,2.3078011981
M,1,1,0,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,2.302585093,2.3603141641,2.3603141641,-0.057729071,-0.308176258,2.3507812031,2.3698471252
F,1,0,1,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10,2.302585093,2.3314572363,2.3314572363,-0.028872143,-0.154205402,2.3164589725,2.3464555002
M,1,1,0,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555,11,2.3978952728,2.408400476,2.408400476,-0.010505203,-0.056091751,2.3962873148,2.4205136372
F,1,0,1,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10,2.302585093,2.5366644636,2.5366644636,-0.234079371,-1.249835084,2.5246794572,2.5486494701
M,1,1,0,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,10,2.302585093,2.2567681649,2.2567681649,0.0458169281,0.2447029685,2.2419215168,2.2716148131
F,1,0,1,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9,2.1972245773,2.4008513461,2.4008513461,-0.203626769,-1.087262978,2.3886059875,2.4130967046
M,1,1,0,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,11,2.3978952728,2.3154221724,2.3154221724,0.0824731004,0.4403660361,2.3031321786,2.3277121662
M,1,1,0,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11,2.3978952728,2.2669635426,2.2669635426,0.1309317302,0.6997580475,2.246961348,2.2869657373
M,1,1,0,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10,2.302585093,2.3978918272,2.3978918272,-0.095306734,-0.509626294,2.3746625103,2.4211211441
I,0,0,0,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11,2.3978952728,2.2988994791,2.2988994791,0.0989957937,0.5295320368,2.2737850671,2.324013891
M,1,1,0,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10,2.302585093,2.3320638675,2.3320638675,-0.029478774,-0.157373839,2.3219459706,2.3421817643
F,1,0,1,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14,2.6390573296,2.337168718,2.337168718,0.3018886116,1.6118793962,2.3252814119,2.3490560241
I,0,0,0,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11,2.3978952728,2.3962021504,2.3962021504,0.0016931223,0.0090673569,2.3653782479,2.427026053
I,0,0,0,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11,2.3978952728,2.3951187463,2.3951187463,0.0027765265,0.014880765,2.3611439242,2.4290935685
F,1,0,1,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9,2.1972245773,2.5095485572,2.5095485572,-0.31232398,-1.667585497,2.4977407699,2.5213563444
M,1,1,0,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13,2.5649493575,2.5134127105,2.5134127105,0.051536647,0.2751633015,2.5018286167,2.5249968043
M,1,1,0,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12,2.4849066498,2.448847524,2.448847524,0.0360591258,0.1925294749,2.437059387,2.4606356609
M,1,1,0,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11,2.3978952728,2.3578360155,2.3578360155,0.0400592573,0.213895032,2.3456395869,2.3700324441
M,1,1,0,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,11,2.3978952728,2.3198493618,2.3198493618,0.0780459109,0.4170215076,2.3013725787,2.338326145
M,1,1,0,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10,2.302585093,2.3025031883,2.3025031883,0.0000819047,0.000437347,2.2898217975,2.3151845791
F,1,0,1,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10,2.302585093,2.3390447829,2.3390447829,-0.03645969,-0.194714384,2.3247998445,2.3532897214
M,1,1,0,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13,2.5649493575,2.3764174586,2.3764174586,0.1885318989,1.0072654683,2.3587854583,2.3940494589
M,1,1,0,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12,2.4849066498,2.3994999065,2.3994999065,0.0854067433,0.4562661448,2.3824585068,2.4165413062
F,1,0,1,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10,2.302585093,2.4273979091,2.4273979091,-0.124812816,-0.666316757,2.4173280304,2.4374677879
M,1,1,0,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11,2.3978952728,2.4185149096,2.4185149096,-0.020619637,-0.110098519,2.4062508942,2.430778925
F,1,0,1,0.66,0.53,0.17,1.431,0.622,0.309,0.398,10,2.302585093,2.4147793883,2.4147793883,-0.112194295,-0.599075575,2.4022556091,2.4273031674
M,1,1,0,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10,2.302585093,2.4404330592,2.4404330592,-0.137847966,-0.736329774,2.4244061726,2.4564599458
F,1,0,1,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11,2.3978952728,2.4201450935,2.4201450935,-0.022249821,-0.118916157,2.3999677484,2.4403224387
F,1,0,1,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11,2.3978952728,2.3500699499,2.3500699499,0.0478253229,0.2554195154,2.3355851947,2.3645547051
M,1,1,0,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11,2.3978952728,2.3094536702,2.3094536702,0.0884416026,0.4728380854,2.2872100633,2.3316972771
F,1,0,1,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9,2.1972245773,2.4078970243,2.4078970243,-0.210672447,-1.125076076,2.3938918456,2.421902203
F,1,0,1,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11,2.3978952728,2.3767334478,2.3767334478,0.021161825,0.1130092931,2.3630218497,2.390445046
M,1,1,0,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11,2.3978952728,2.2391818902,2.2391818902,0.1587133826,0.8486926834,2.2158373099,2.2625264704
F,1,0,1,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9,2.1972245773,2.4663565078,2.4663565078,-0.26913193,-1.437122817,2.4533985979,2.4793144177
M,1,1,0,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10,2.302585093,2.426407677,2.426407677,-0.123822584,-0.661852977,2.4055165133,2.4472988407
M,1,1,0,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11,2.3978952728,2.4057791648,2.4057791648,-0.007883892,-0.042128951,2.3867783971,2.4247799325
M,1,1,0,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11,2.3978952728,2.3570554196,2.3570554196,0.0408398532,0.218417146,2.3328562413,2.3812545979
F,1,0,1,0.705,0.53,0.17,1.564,0.612,0.394,0.44,10,2.302585093,2.4953230526,2.4953230526,-0.19273796,-1.030277463,2.4740603887,2.5165857165
M,1,1,0,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11,2.3978952728,2.5962554318,2.5962554318,-0.198360159,-1.089155421,2.5097808467,2.6827300168
F,1,0,1,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11,2.3978952728,2.3324858429,2.3324858429,0.0654094299,0.3496578564,2.3109916006,2.3539800852
M,1,1,0,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11,2.3978952728,2.4219263431,2.4219263431,-0.02403107,-0.130257879,2.3575483863,2.4863042998
I,0,0,0,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5,1.6094379124,1.390445475,1.390445475,0.2189924374,1.1811571599,1.337140931,1.443750019
I,0,0,0,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7,1.9459101491,1.9336982712,1.9336982712,0.0122118779,0.065300636,1.9103795752,1.9570169672
I,0,0,0,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7,1.9459101491,1.8935578677,1.8935578677,0.0523522814,0.2801302965,1.8666717603,1.9204439751
I,0,0,0,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7,1.9459101491,1.8288244296,1.8288244296,0.1170857195,0.6253313307,1.8141250354,1.8435238238
F,1,0,1,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7,1.9459101491,2.0839143384,2.0839143384,-0.138004189,-0.738846601,2.0544247552,2.1134039215
M,1,1,0,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9,2.1972245773,2.1946243847,2.1946243847,0.0026001926,0.0139015882,2.1723383309,2.2169104386
